lat,lon,height
45.3731405,-75.66343053,0.000
45.37302364,-75.66357069,0.000
45.3837081,-75.66229789,0.000
45.39649219,-75.66218301,0.000
45.40872659,-75.65806802,0.000
45.40884193,-75.65801485,0.000
45.40880597,-75.65805711,0.000
45.38753923,-75.66284594,0.000
45.38762317,-75.66283449,0.000
45.38225853,-75.6619954,0.000
45.41167144,-75.65573225,0.000
45.39950877,-75.66190382,0.000
45.39931334,-75.66184033,0.000
45.43720158,-75.65866945,0.000
45.43720539,-75.6586902,0.000
45.43010261,-75.61313704,0.000
45.43406209,-75.63076595,0.000
45.32133053,-75.7054806,0.000
45.31740153,-75.71417352,0.000
45.37420614,-75.77904951,0.000
45.36406249,-75.74723905,0.000
45.4732841,-75.50087116,0.000
45.47362143,-75.49532246,0.000
45.47362778,-75.49531807,0.000
45.47287096,-75.49948315,0.000
45.47307368,-75.50016063,0.000
45.32368426,-75.59561573,0.000
45.32369964,-75.59563925,0.000
45.32370443,-75.59561818,0.000
45.32369244,-75.59561987,0.000
45.32370046,-75.59563114,0.000
45.32368391,-75.5956261,0.000
45.32368809,-75.59560786,0.000
45.32368426,-75.59561573,0.000
45.3236965,-75.59564113,0.000
45.36908525,-75.66448754,0.000
45.36940879,-75.66468939,0.000
45.37634112,-75.7762422,0.000
45.2788548,-75.88114438,0.000
45.40854891,-75.56088428,0.000
45.34226604,-75.52446165,0.000
45.36679153,-75.53785183,0.000
45.42286821,-75.58658365,0.000
45.42284422,-75.58659515,0.000
45.42285042,-75.58657866,0.000
45.42286468,-75.58657168,0.000
45.42286219,-75.58658375,0.000
45.42285029,-75.58660103,0.000
45.42285026,-75.58659963,0.000
45.42285831,-75.58658198,0.000
45.42285626,-75.5865951,0.000
45.42285283,-75.58658817,0.000
45.42285821,-75.58656976,0.000
45.360033,-75.53409763,0.000
45.39257119,-75.55197261,0.000
45.39257542,-75.5519624,0.000
45.41988261,-75.5689132,0.000
45.41971056,-75.56792637,0.000
45.39847369,-75.55519252,0.000
45.39300956,-75.55218202,0.000
45.40208517,-75.55721701,0.000
45.36306971,-75.53577327,0.000
45.36205785,-75.53527533,0.000
45.3634072,-75.53599005,0.000
45.42073525,-75.58031026,0.000
45.42034802,-75.57117159,0.000
45.4206777,-75.58167962,0.000
45.37542533,-75.54258738,0.000
45.37202539,-75.54071507,0.000
45.41633626,-75.56565565,0.000
45.41717584,-75.56616821,0.000
45.41965145,-75.56764499,0.000
45.41966152,-75.56763479,0.000
45.41966485,-75.56762942,0.000
45.41966165,-75.56765188,0.000
45.40730089,-75.71357101,0.000
45.40729137,-75.71356719,0.000
45.40728885,-75.71357118,0.000
45.24568554,-75.73396639,0.000
45.4609302,-75.49950508,0.000
45.26307335,-75.77552302,0.000
45.22491997,-75.68518753,0.000
45.38837073,-75.72867555,0.000
45.38835787,-75.72868183,0.000
45.33566307,-75.70558974,0.000
45.33108255,-75.70941117,0.000
45.48955732,-75.47566866,0.000
45.21918396,-75.67432151,0.000
45.21919752,-75.67432471,0.000
45.35550033,-75.63673477,0.000
45.2392148,-75.61395272,0.000
45.24975817,-75.58988486,0.000
45.43985546,-75.60654376,0.000
45.44074839,-75.60322353,0.000
45.42650504,-75.60380265,0.000
45.45199023,-75.47749633,0.000
45.45196727,-75.4775093,0.000
45.45704644,-75.47496023,0.000
45.45236867,-75.47776795,0.000
45.45783032,-75.4707881,0.000
45.31471155,-75.825491,0.000
45.38913819,-75.63061048,0.000
45.39694987,-75.63168429,0.000
45.39023517,-75.63073394,0.000
45.26479935,-75.69542021,0.000
45.33006414,-75.59931369,0.000
45.33008274,-75.5993167,0.000
45.41142982,-75.69020187,0.000
45.41143572,-75.6901847,0.000
45.41143376,-75.69019478,0.000
45.41142976,-75.69019333,0.000
45.41286408,-75.68596577,0.000
45.41244529,-75.68776413,0.000
45.41164413,-75.68970183,0.000
45.41285222,-75.68604197,0.000
45.41284398,-75.68603283,0.000
45.41226416,-75.68823436,0.000
45.4122709,-75.68825213,0.000
45.41018627,-75.69250233,0.000
45.41018032,-75.69251096,0.000
45.40451488,-75.70759726,0.000
45.40596172,-75.70258001,0.000
45.40597374,-75.7025776,0.000
45.4059496,-75.70256939,0.000
45.40596749,-75.70257129,0.000
45.40597173,-75.70256377,0.000
45.40594966,-75.70257794,0.000
45.40941574,-75.69426383,0.000
45.40941544,-75.69428566,0.000
45.40941785,-75.69427195,0.000
45.40941898,-75.6942762,0.000
45.40939049,-75.69424079,0.000
45.40942224,-75.69429141,0.000
45.40939484,-75.694268,0.000
45.40553333,-75.70406055,0.000
45.40453846,-75.70752446,0.000
45.40996011,-75.69304582,0.000
45.2916092,-75.73201295,0.000
45.40748009,-75.72218919,0.000
45.40618584,-75.72351783,0.000
45.40379225,-75.72578931,0.000
45.40598213,-75.72370454,0.000
45.40567376,-75.72399746,0.000
45.36740457,-75.71111119,0.000
45.36827694,-75.71398998,0.000
45.46292102,-75.45439848,0.000
45.41070525,-75.70750633,0.000
45.41070925,-75.70752159,0.000
45.41070948,-75.70752763,0.000
45.38565451,-75.71856009,0.000
45.33646223,-75.77655116,0.000
45.17318539,-76.05262009,0.000
45.17325259,-76.05271733,0.000
45.17698313,-76.05715898,0.000
45.1763256,-76.05641273,0.000
45.10186493,-75.96651627,0.000
45.12336919,-75.99252972,0.000
45.15697777,-76.03291764,0.000
45.35007473,-75.73570453,0.000
45.27681389,-75.84641859,0.000
45.2769185,-75.8461672,0.000
45.36812174,-75.78686844,0.000
45.36747815,-75.7860098,0.000
45.36747951,-75.78600427,0.000
45.3490963,-75.72368206,0.000
45.28396069,-75.92558676,0.000
45.44345674,-75.47881003,0.000
45.28347484,-75.71550903,0.000
45.2754851,-75.89011906,0.000
45.2754851,-75.89011906,0.000
45.39608971,-75.7524821,0.000
45.39316045,-75.75068976,0.000
45.3936299,-75.75099315,0.000
45.39454516,-75.75155542,0.000
45.39620732,-75.75873253,0.000
45.44649501,-75.48540098,0.000
45.39064626,-75.61627617,0.000
45.4314282,-75.67933251,0.000
45.43143391,-75.67934891,0.000
45.3314893,-75.7046074,0.000
45.29618904,-75.93038293,0.000
45.29572396,-75.93109049,0.000
45.45130844,-75.64611315,0.000
45.45515656,-75.64327904,0.000
45.45645793,-75.64620209,0.000
45.42674524,-75.65150938,0.000
45.41857207,-75.64780201,0.000
45.41696486,-75.64204981,0.000
45.39836036,-75.67853518,0.000
45.41858325,-75.63968179,0.000
45.45615872,-75.64483969,0.000
45.4436638,-75.63907682,0.000
45.44367603,-75.63910229,0.000
45.44366393,-75.63909392,0.000
45.443664,-75.63910247,0.000
45.44366444,-75.63909596,0.000
45.44366666,-75.63909159,0.000
45.4436649,-75.63909629,0.000
45.44365778,-75.63907692,0.000
45.44366179,-75.63909218,0.000
45.44365757,-75.6390983,0.000
45.44365397,-75.63907739,0.000
45.44368099,-75.63911713,0.000
45.44366393,-75.63909392,0.000
45.443661,-75.63909145,0.000
45.44366995,-75.63909383,0.000
45.44366995,-75.63909383,0.000
45.44366049,-75.63910186,0.000
45.44366396,-75.6390982,0.000
45.44366436,-75.63910255,0.000
45.44366369,-75.63909141,0.000
45.44365317,-75.63909225,0.000
45.42797709,-75.6270172,0.000
45.42798106,-75.62702817,0.000
45.4279846,-75.62701098,0.000
45.42798882,-75.62701986,0.000
45.42798808,-75.62701792,0.000
45.42798888,-75.62701097,0.000
45.42799292,-75.62702978,0.000
45.42797135,-75.62701729,0.000
45.42799285,-75.62702124,0.000
45.4279868,-75.62701706,0.000
45.42797737,-75.62700211,0.000
45.4279868,-75.62701706,0.000
45.42798851,-75.62703023,0.000
45.43273991,-75.63267844,0.000
45.43559406,-75.63506462,0.000
45.4357722,-75.6346101,0.000
45.43587297,-75.63468631,0.000
45.43588442,-75.63468516,0.000
45.43588532,-75.63468375,0.000
45.35707763,-75.66564856,0.000
45.36671764,-75.67281293,0.000
45.38517709,-75.75182544,0.000
45.38516493,-75.75179944,0.000
45.28477322,-75.72691977,0.000
45.43817761,-75.51146579,0.000
45.28349748,-75.8734679,0.000
45.39559945,-75.68418662,0.000
45.39558507,-75.6841697,0.000
45.39557916,-75.68418264,0.000
45.39560317,-75.68417375,0.000
45.39558637,-75.68418896,0.000
45.39455527,-75.68666731,0.000
45.39409379,-75.68775314,0.000
45.32364005,-75.92878479,0.000
45.40595745,-75.71012609,0.000
45.36728881,-75.6584111,0.000
45.36728458,-75.65840154,0.000
45.37014359,-75.66026623,0.000
45.3712575,-75.66117322,0.000
45.37125397,-75.66115193,0.000
45.36709896,-75.65830239,0.000
45.35362141,-75.64631512,0.000
45.38662496,-75.67445992,0.000
45.35563299,-75.65116181,0.000
45.35564693,-75.65114832,0.000
45.35563245,-75.65114518,0.000
45.35564909,-75.65114746,0.000
45.35564112,-75.65114965,0.000
45.35563041,-75.65114199,0.000
45.35563711,-75.65114628,0.000
45.35564879,-75.65114285,0.000
45.3556472,-75.65115809,0.000
45.39136566,-75.68080307,0.000
45.40949777,-75.69209569,0.000
45.4094923,-75.69207238,0.000
45.40948732,-75.69207114,0.000
45.40948536,-75.69208644,0.000
45.40947938,-75.69208843,0.000
45.40949353,-75.6920906,0.000
45.40948746,-75.69208214,0.000
45.40948527,-75.69207435,0.000
45.40950557,-75.69209042,0.000
45.40947729,-75.69207697,0.000
45.4094849,-75.69206565,0.000
45.40947968,-75.69207555,0.000
45.40947615,-75.69205503,0.000
45.40948132,-75.69206513,0.000
45.40947548,-75.69209085,0.000
45.40950551,-75.69208188,0.000
45.37981817,-75.66817803,0.000
45.3798301,-75.66816301,0.000
45.37981739,-75.66818775,0.000
45.40858675,-75.69154556,0.000
45.40857268,-75.69155003,0.000
45.40857741,-75.69155376,0.000
45.40858827,-75.69154981,0.000
45.40857587,-75.69154885,0.000
45.40857596,-75.69154471,0.000
45.40857575,-75.69154867,0.000
45.40857483,-75.69156282,0.000
45.40856876,-75.69155436,0.000
45.40858073,-75.69154564,0.000
45.37718381,-75.6668852,0.000
45.37717765,-75.66687932,0.000
45.37719905,-75.6668737,0.000
45.33657556,-75.60374644,0.000
45.33657157,-75.60373801,0.000
45.33657118,-75.60374651,0.000
45.33656851,-75.60375305,0.000
45.33656569,-75.6037594,0.000
45.17470169,-75.46907866,0.000
45.17463114,-75.46910015,0.000
45.34287711,-75.62115021,0.000
45.34288922,-75.62115856,0.000
45.34287103,-75.62114177,0.000
45.34288669,-75.62116487,0.000
45.34285285,-75.62114089,0.000
45.34284074,-75.62112951,0.000
45.34289225,-75.62113097,0.000
45.34288779,-75.62115432,0.000
45.34299378,-75.62097848,0.000
45.34286685,-75.62113129,0.000
45.39585623,-75.68433194,0.000
45.39585473,-75.68433111,0.000
45.37522174,-75.66583555,0.000
45.38046893,-75.66850484,0.000
45.38047323,-75.66852112,0.000
45.38047727,-75.66850355,0.000
45.38048139,-75.66851917,0.000
45.38047648,-75.66850973,0.000
45.39880415,-75.68598429,0.000
45.40165387,-75.6876165,0.000
45.40165393,-75.68762504,0.000
45.40165593,-75.68760615,0.000
45.40437361,-75.68918289,0.000
45.40439154,-75.68916554,0.000
45.4044096,-75.68916528,0.000
45.41276379,-75.69412547,0.000
45.40233568,-75.68800539,0.000
45.40234052,-75.68799406,0.000
45.41215496,-75.69361981,0.000
45.41215286,-75.69361557,0.000
45.41215289,-75.69361984,0.000
45.4121469,-75.6936242,0.000
45.41215506,-75.69362586,0.000
45.41214696,-75.69363275,0.000
45.40513515,-75.68961543,0.000
45.39292547,-75.68255522,0.000
45.39291935,-75.68256038,0.000
45.417905,-75.69855394,0.000
45.41792074,-75.69856621,0.000
45.3923548,-75.68200717,0.000
45.37858377,-75.66754708,0.000
45.37857161,-75.66753018,0.000
45.37856264,-75.66755817,0.000
45.37857782,-75.66755571,0.000
45.37855348,-75.6675583,0.000
45.37857775,-75.66754717,0.000
45.3785637,-75.66755933,0.000
45.37856542,-75.66755767,0.000
45.37857398,-75.66756358,0.000
45.37856547,-75.66756371,0.000
45.37858979,-75.66754699,0.000
45.37857376,-75.66753337,0.000
45.37854421,-75.66754543,0.000
45.3785718,-75.6675558,0.000
45.37856494,-75.66754205,0.000
45.3785718,-75.6675558,0.000
45.37857421,-75.66755149,0.000
45.37854943,-75.66753609,0.000
45.37856578,-75.66755589,0.000
45.37856112,-75.66755168,0.000
45.39981968,-75.68656559,0.000
45.39981385,-75.6865913,0.000
45.39355524,-75.68300276,0.000
45.39355514,-75.68299849,0.000
45.39354419,-75.68299594,0.000
45.3935555,-75.68299671,0.000
45.35362648,-75.64732156,0.000
45.353631,-75.64733486,0.000
45.35363702,-75.64733477,0.000
45.35363106,-75.64734339,0.000
45.35364926,-75.64732381,0.000
45.35362364,-75.64731703,0.000
45.35363301,-75.64731848,0.000
45.35363296,-75.64731243,0.000
45.35363316,-75.64733666,0.000
45.35363578,-75.64731657,0.000
45.353626,-75.64732369,0.000
45.35363745,-75.64734257,0.000
45.353626,-75.64732369,0.000
45.35362879,-75.64732458,0.000
45.35363708,-75.6473433,0.000
45.353633,-75.64733056,0.000
45.35362759,-75.64733064,0.000
45.35363588,-75.64733052,0.000
45.35361568,-75.64735273,0.000
45.35362027,-75.64732471,0.000
45.3536411,-75.64733044,0.000
45.353631,-75.64733486,0.000
45.35362886,-75.64733672,0.000
45.23188197,-75.4986817,0.000
45.23189363,-75.49874756,0.000
45.36038211,-75.65688762,0.000
45.36038831,-75.65691314,0.000
45.36039398,-75.65689171,0.000
45.36038825,-75.6569046,0.000
45.36038922,-75.65689106,0.000
45.36037615,-75.65689625,0.000
45.36037615,-75.65689625,0.000
45.36039014,-75.65688601,0.000
45.36038831,-75.65691314,0.000
45.36041117,-75.65686954,0.000
45.36037789,-75.65687279,0.000
45.36038566,-75.65688491,0.000
45.36038464,-75.65687269,0.000
45.36038813,-75.65688753,0.000
45.36037818,-75.65690112,0.000
45.38377415,-75.67183812,0.000
45.38378627,-75.67184872,0.000
45.38378939,-75.67181342,0.000
45.38377489,-75.67183395,0.000
45.38378011,-75.67182949,0.000
45.34811324,-75.6262221,0.000
45.34811423,-75.62620772,0.000
45.34809795,-75.62623333,0.000
45.41850549,-75.69908765,0.000
