Station,utm_e,utm_n,height,utm_z
6744,368884.92509,5030682.79927,0,ON-9
6745,368948.63740,5030714.66515,0,ON-9
6746,368710.19786,5030597.49645,0,ON-9
6747,368716.43782,5030599.25162,0,ON-9
6748,368713.36461,5030600.66893,0,ON-9
6749,368776.97363,5030629.67707,0,ON-9
6750,368947.21874,5030716.69005,0,ON-9
6751,368706.81750,5030596.05646,0,ON-9
6752,368713.51708,5030598.08657,0,ON-9
6753,368674.72150,5030578.57506,0,ON-9
6754,368710.07985,5030601.06675,0,ON-9
6755,368681.67452,5030587.08502,0,ON-9
6756,368947.11602,5030719.81919,0,ON-9
6757,368962.13826,5030724.93020,0,ON-9
6758,368683.34358,5030584.15190,0,ON-9
6759,368953.48866,5030716.89444,0,ON-9
6760,368897.96281,5030672.58381,0,ON-9
6761,368910.32389,5030670.38087,0,ON-9
6762,368929.85810,5030688.62294,0,ON-9
6763,368719.28482,5030580.47280,0,ON-9
6764,368919.66564,5030680.65246,0,ON-9
6765,368935.33680,5030684.98225,0,ON-9
6766,368927.96740,5030686.36985,0,ON-9
6767,368919.01381,5030677.93357,0,ON-9
6768,368829.29139,5030635.01630,0,ON-9
6769,368712.98085,5030572.37961,0,ON-9
6770,368925.70054,5030680.11356,0,ON-9
6771,368930.91195,5030688.36513,0,ON-9
6772,368865.44411,5030647.86276,0,ON-9
6773,368928.71282,5030685.73969,0,ON-9
6774,368894.61660,5030665.99981,0,ON-9
6775,368926.66158,5030685.75697,0,ON-9
6776,368836.78772,5030635.31878,0,ON-9
6777,368932.02347,5030685.53504,0,ON-9
6778,368919.89999,5030678.65752,0,ON-9
6779,368902.77674,5030671.16931,0,ON-9
6780,368921.12209,5030681.34004,0,ON-9
6781,368927.23778,5030681.47975,0,ON-9
6782,368716.22779,5030573.41638,0,ON-9
6783,368700.27656,5030569.30687,0,ON-9
6784,368920.10601,5030686.65007,0,ON-9
6785,368928.18103,5030688.65301,0,ON-9
6786,368647.73483,5030540.70194,0,ON-9
6787,368811.72834,5030625.11926,0,ON-9
6788,368970.43254,5030709.42261,0,ON-9
6789,368811.61341,5030623.98728,0,ON-9
6790,368721.88815,5030576.35550,0,ON-9
6791,368870.25857,5030651.04446,0,ON-9
6792,369002.96697,5030737.04010,0,ON-9
6793,368922.75229,5030683.15919,0,ON-9
6794,368879.30895,5030658.75775,0,ON-9
6795,368933.04820,5030690.71624,0,ON-9
6796,368927.62313,5030684.34548,0,ON-9
6797,368906.36633,5030671.58094,0,ON-9
6798,368862.76713,5030649.89464,0,ON-9
6799,368956.92778,5030702.34029,0,ON-9
6800,368928.05016,5030688.54272,0,ON-9
6801,368695.73344,5030561.52221,0,ON-9
6802,368923.90771,5030684.56025,0,ON-9
6803,368937.22857,5030691.86515,0,ON-9
6804,368443.80010,5030436.43335,0,ON-9
6805,368582.62541,5030510.86474,0,ON-9
6806,368406.54317,5030412.15072,0,ON-9
6807,368394.60514,5030405.93565,0,ON-9
6808,368420.05616,5030422.05137,0,ON-9
6809,368198.05108,5030278.80046,0,ON-9
6810,368586.11167,5030512.73394,0,ON-9
6811,368448.20295,5030441.36086,0,ON-9
6812,368419.51350,5030421.06816,0,ON-9
6813,368579.00465,5030510.49751,0,ON-9
6814,368580.42279,5030510.26726,0,ON-9
6815,368565.50127,5030519.82912,0,ON-9
6816,368435.72470,5030448.96388,0,ON-9
6817,368578.61567,5030527.61912,0,ON-9
6818,368288.51318,5030355.37671,0,ON-9
6819,368571.83014,5030524.13331,0,ON-9
6820,368405.39472,5030426.43087,0,ON-9
6821,368283.45320,5030353.70527,0,ON-9
6822,368433.86586,5030445.12052,0,ON-9
6823,368451.70489,5030454.21213,0,ON-9
6824,368292.73139,5030358.44789,0,ON-9
6825,368161.69870,5030274.38689,0,ON-9
6826,368538.17431,5030507.48116,0,ON-9
6827,368236.19898,5030323.12255,0,ON-9
6828,368434.68151,5030447.94688,0,ON-9
6829,368186.50857,5030289.59902,0,ON-9
6830,367836.65140,5030022.52082,0,ON-9
6831,367908.74795,5030074.16026,0,ON-9
6832,367915.34941,5030081.09058,0,ON-9
6833,368091.39584,5030198.74872,0,ON-9
6834,368036.44546,5030159.08251,0,ON-9
6835,367885.12493,5030055.90493,0,ON-9
6836,367901.29602,5030071.87567,0,ON-9
6837,368059.67063,5030173.78632,0,ON-9
6838,367765.88125,5029984.40298,0,ON-9
6839,367927.33240,5030111.52436,0,ON-9
6840,368072.55728,5030211.42401,0,ON-9
6841,367924.54771,5030112.27295,0,ON-9
6842,367738.36601,5029986.76284,0,ON-9
6843,368086.44943,5030225.50251,0,ON-9
6844,367729.64598,5029983.21091,0,ON-9
6845,367929.80874,5030113.33374,0,ON-9
6846,367957.16963,5030129.70104,0,ON-9
6847,367065.96696,5029686.19622,0,ON-9
6848,367278.72221,5029767.50496,0,ON-9
6849,367284.25900,5029767.07448,0,ON-9
6850,367491.10047,5029861.43511,0,ON-9
6851,366978.38542,5029655.66933,0,ON-9
6852,367296.32019,5029769.00510,0,ON-9
6853,367248.09233,5029754.69656,0,ON-9
6854,367248.06009,5029751.22506,0,ON-9
6855,367242.22499,5029750.79216,0,ON-9
6856,367286.62259,5029767.75893,0,ON-9
6857,367277.19956,5029765.07891,0,ON-9
6858,367450.26124,5029843.78137,0,ON-9
6859,367293.09648,5029772.73153,0,ON-9
6860,367493.20294,5029862.97198,0,ON-9
6861,366982.87287,5029656.66464,0,ON-9
6862,367305.61227,5029775.95669,0,ON-9
6863,367055.34592,5029680.84055,0,ON-9
6864,367115.32094,5029705.97242,0,ON-9
6865,367429.20821,5029828.11499,0,ON-9
6866,367084.78137,5029691.42783,0,ON-9
6867,367380.38869,5029808.88209,0,ON-9
6868,367282.39367,5029771.68360,0,ON-9
6869,367283.92915,5029765.58006,0,ON-9
6870,367252.30070,5029754.86481,0,ON-9
6871,367290.16652,5029770.36698,0,ON-9
6872,367250.27945,5029728.55822,0,ON-9
6873,367261.02565,5029732.63305,0,ON-9
6874,367535.08397,5029851.62720,0,ON-9
6875,367243.24562,5029725.01304,0,ON-9
6876,367260.51739,5029733.39673,0,ON-9
6877,367084.78802,5029668.83146,0,ON-9
6878,367253.67032,5029732.00781,0,ON-9
6879,367239.27184,5029721.53562,0,ON-9
6880,367216.66923,5029715.53126,0,ON-9
6881,367694.75124,5029938.89311,0,ON-9
6882,367691.46191,5029933.99114,0,ON-9
6883,367182.78370,5029701.33391,0,ON-9
6884,367247.76095,5029726.19124,0,ON-9
6885,367546.73689,5029888.80335,0,ON-9
6886,367536.26639,5029882.24669,0,ON-9
6887,367658.61076,5029948.31978,0,ON-9
6888,367547.51561,5029888.38934,0,ON-9
6889,367563.64188,5029892.84329,0,ON-9
6890,367543.65709,5029888.65730,0,ON-9
6891,366591.28620,5029540.56121,0,ON-9
6892,366764.75043,5029587.87068,0,ON-9
6893,366723.79295,5029574.14454,0,ON-9
6894,366848.96812,5029614.21416,0,ON-9
6895,366745.07911,5029583.13282,0,ON-9
6896,366924.50456,5029634.09395,0,ON-9
6897,366661.13408,5029558.01713,0,ON-9
6898,366862.50240,5029614.11126,0,ON-9
6899,366663.01320,5029555.88916,0,ON-9
6900,366769.18009,5029584.79030,0,ON-9
6901,366759.54371,5029586.25065,0,ON-9
6902,366881.48340,5029619.53219,0,ON-9
6903,366853.47372,5029614.33123,0,ON-9
6904,366903.17266,5029631.11737,0,ON-9
6905,366859.12512,5029614.45771,0,ON-9
6906,367024.24825,5029647.46682,0,ON-9
6907,367026.54642,5029646.39380,0,ON-9
6908,366687.59246,5029545.31710,0,ON-9
6909,367035.22274,5029653.90468,0,ON-9
6910,366752.43444,5029566.01468,0,ON-9
6911,367036.56289,5029653.02404,0,ON-9
6912,366864.86092,5029598.65822,0,ON-9
6913,366992.36333,5029641.10274,0,ON-9
6914,366554.42676,5029506.48666,0,ON-9
6915,365798.44390,5029180.67939,0,ON-9
6916,366524.83929,5029498.73582,0,ON-9
6917,366539.31457,5029499.88746,0,ON-9
6918,366055.65633,5029313.18809,0,ON-9
6919,365795.04385,5029177.54215,0,ON-9
6920,366460.85416,5029475.43080,0,ON-9
6921,365784.07701,5029166.97098,0,ON-9
6922,365787.68389,5029170.02065,0,ON-9
6923,366558.31091,5029507.23426,0,ON-9
6924,365694.77914,5029114.11183,0,ON-9
6925,366457.73006,5029477.21170,0,ON-9
6926,366557.85935,5029505.50917,0,ON-9
6927,365801.11094,5029180.30588,0,ON-9
6928,366459.12127,5029476.50545,0,ON-9
6929,366557.71118,5029506.93083,0,ON-9
6930,366457.84997,5029478.47039,0,ON-9
6931,366556.44118,5029503.12082,0,ON-9
6932,366563.08270,5029507.86099,0,ON-9
6933,366532.88756,5029494.99591,0,ON-9
6934,366463.85775,5029473.89321,0,ON-9
6935,366065.26287,5029317.19128,0,ON-9
6936,365806.48324,5029183.87660,0,ON-9
6937,365915.27588,5029238.06482,0,ON-9
6938,365744.33817,5029148.66363,0,ON-9
6939,365872.30746,5029222.18979,0,ON-9
6940,366540.69450,5029499.56968,0,ON-9
6941,366460.30034,5029480.72132,0,ON-9
6942,365815.77582,5029188.45704,0,ON-9
6943,365795.64620,5029176.40701,0,ON-9
6944,366462.80101,5029482.63631,0,ON-9
6945,366392.51430,5029455.47588,0,ON-9
6946,365345.53215,5028893.55740,0,ON-9
6947,365187.77268,5028772.23528,0,ON-9
6948,365307.68071,5028879.04289,0,ON-9
6949,365261.48473,5028844.82522,0,ON-9
6950,365323.96157,5028891.58961,0,ON-9
6951,365338.16077,5028897.66959,0,ON-9
6952,365241.27367,5028823.64256,0,ON-9
6953,365242.07371,5028837.10715,0,ON-9
6954,365307.39658,5028876.31545,0,ON-9
6955,365349.56312,5028909.56740,0,ON-9
6956,365336.94272,5028898.85691,0,ON-9
6957,365611.72692,5029083.51277,0,ON-9
6958,365352.52820,5028905.07096,0,ON-9
6959,365311.85892,5028861.87562,0,ON-9
6960,365341.29881,5028879.97543,0,ON-9
6961,365273.61226,5028832.75391,0,ON-9
6962,365316.68960,5028864.87210,0,ON-9
6963,365600.32053,5029058.95255,0,ON-9
6964,365317.92507,5028863.20594,0,ON-9
6965,365306.20221,5028857.92144,0,ON-9
6966,365301.73653,5028855.39454,0,ON-9
6967,365311.60000,5028863.10548,0,ON-9
6968,365368.18982,5028894.32737,0,ON-9
6969,365246.76934,5028806.32821,0,ON-9
6970,365308.65493,5028855.33565,0,ON-9
6971,365456.12527,5028957.84972,0,ON-9
6972,365808.01510,5029207.59956,0,ON-9
6973,365809.17169,5029205.94203,0,ON-9
6974,366450.70249,5029491.15920,0,ON-9
6975,365810.05675,5029207.53730,0,ON-9
6976,366078.82381,5029346.28745,0,ON-9
6977,365811.47634,5029206.00945,0,ON-9
6978,365931.32445,5029275.55306,0,ON-9
6979,366078.71638,5029349.84487,0,ON-9
6980,365662.75363,5029113.86596,0,ON-9
6981,366459.62989,5029492.43549,0,ON-9
6982,366470.80838,5029501.45215,0,ON-9
6983,365922.16667,5029274.43641,0,ON-9
6984,365813.13756,5029209.47010,0,ON-9
6985,366096.92554,5029350.14359,0,ON-9
6986,366032.39798,5029323.22314,0,ON-9
6987,366551.30590,5029524.77597,0,ON-9
6988,366026.89463,5029328.25024,0,ON-9
6989,366382.45955,5029474.30013,0,ON-9
6990,366047.76244,5029330.72974,0,ON-9
6991,365835.34052,5029222.82335,0,ON-9
6992,365814.53017,5029210.38717,0,ON-9
6993,366457.13376,5029493.75722,0,ON-9
6994,365768.69753,5029181.11925,0,ON-9
6995,365744.25312,5029163.72590,0,ON-9
6996,366377.87977,5029469.68600,0,ON-9
6997,365694.14132,5029140.03467,0,ON-9
6998,365809.31124,5029210.00873,0,ON-9
6999,366538.67928,5029519.86824,0,ON-9
7000,366074.81483,5029342.59403,0,ON-9
7001,365704.02533,5029144.40552,0,ON-9
7002,365808.37053,5029206.52487,0,ON-9
7003,365770.17154,5029185.30610,0,ON-9
7004,366457.28443,5029496.11596,0,ON-9
7005,366547.77856,5029525.80641,0,ON-9
7006,366459.41330,5029498.08644,0,ON-9
7007,365744.03720,5029168.95552,0,ON-9
7008,365714.82449,5029152.09999,0,ON-9
7009,366472.30113,5029498.93778,0,ON-9
7010,365787.15478,5029195.20694,0,ON-9
7011,365810.02376,5029206.15030,0,ON-9
7012,366389.19313,5029470.53643,0,ON-9
7013,365727.67948,5029157.38525,0,ON-9
7014,366092.88155,5029349.97103,0,ON-9
7015,365824.51717,5029212.65153,0,ON-9
7016,365092.55233,5028641.56028,0,ON-9
7017,365121.59919,5028695.69095,0,ON-9
7018,365119.17503,5028691.97592,0,ON-9
7019,365114.46836,5028680.24202,0,ON-9
7020,365116.82948,5028689.65856,0,ON-9
7021,364948.75982,5028387.84199,0,ON-9
7022,365026.85771,5028525.80928,0,ON-9
7023,365018.66234,5028516.04473,0,ON-9
7024,365135.96716,5028709.58182,0,ON-9
7025,365133.91210,5028720.89375,0,ON-9
7026,365102.11373,5028671.13831,0,ON-9
7027,364913.77940,5028313.06098,0,ON-9
7028,364873.33568,5028249.34818,0,ON-9
7029,365114.32988,5028685.46275,0,ON-9
7030,365136.22621,5028715.43912,0,ON-9
7031,364884.12184,5028276.68073,0,ON-9
7032,365137.16230,5028717.67910,0,ON-9
7033,365019.38625,5028518.95138,0,ON-9
7034,365112.66286,5028688.35507,0,ON-9
7035,365130.26298,5028705.18654,0,ON-9
7036,365120.97718,5028696.29800,0,ON-9
7037,365132.58978,5028712.47886,0,ON-9
7038,365136.85595,5028710.87917,0,ON-9
7039,365131.68849,5028711.66485,0,ON-9
7040,364504.14506,5027597.06406,0,ON-9
7041,364101.52473,5027069.30778,0,ON-9
7042,364364.97502,5027415.78292,0,ON-9
7043,364108.89278,5027079.76231,0,ON-9
7044,364122.98962,5027101.39311,0,ON-9
7045,364121.70893,5027098.00646,0,ON-9
7046,364107.46166,5027091.35203,0,ON-9
7047,364101.25328,5027073.74878,0,ON-9
7048,364111.97281,5027095.49687,0,ON-9
7049,364125.59422,5027101.26533,0,ON-9
7050,364014.79352,5026966.01370,0,ON-9
7051,364331.99927,5027383.87603,0,ON-9
7052,364115.39842,5027094.50566,0,ON-9
7053,363987.27680,5026925.79695,0,ON-9
7054,364143.43635,5027125.67606,0,ON-9
7055,364119.24421,5027095.97365,0,ON-9
7056,364376.88364,5027439.96897,0,ON-9
7057,364097.89806,5027070.83858,0,ON-9
7058,364120.57242,5027098.93679,0,ON-9
7059,365131.26923,5028672.67838,0,ON-9
7060,365123.81884,5028668.95882,0,ON-9
7061,364892.87897,5028250.22278,0,ON-9
7062,365108.56340,5028632.60652,0,ON-9
7063,364721.04502,5027923.14024,0,ON-9
7064,364960.28544,5028374.21998,0,ON-9
7065,365096.30535,5028614.09551,0,ON-9
7066,365125.38333,5028664.72330,0,ON-9
7067,365076.47360,5028591.22503,0,ON-9
7068,365129.09291,5028665.93289,0,ON-9
7069,364776.05729,5028023.55623,0,ON-9
7070,364981.85083,5028407.55801,0,ON-9
7071,365126.88005,5028667.39111,0,ON-9
7072,364869.11955,5028207.39586,0,ON-9
7073,365061.64568,5028553.54564,0,ON-9
7074,365125.64746,5028664.33119,0,ON-9
7075,364961.04251,5028374.69793,0,ON-9
7076,365115.64619,5028645.32922,0,ON-9
7077,364805.57797,5028079.31745,0,ON-9
7078,365176.58893,5028732.55955,0,ON-9
7079,364853.14928,5028174.03951,0,ON-9
7080,365166.95498,5028716.20295,0,ON-9
7081,364958.05002,5028371.25436,0,ON-9
7082,364716.04495,5027912.90039,0,ON-9
7083,365124.66289,5028662.31011,0,ON-9
7084,365126.81261,5028669.66378,0,ON-9
7085,364722.28022,5027934.41326,0,ON-9
7086,364952.34465,5028363.34074,0,ON-9
7087,364971.07195,5028390.81866,0,ON-9
7088,364727.58897,5027932.39193,0,ON-9
7089,364893.45552,5028247.23304,0,ON-9
7090,365129.91879,5028675.02383,0,ON-9
7091,365090.80970,5028595.22742,0,ON-9
7092,365153.88086,5028704.79561,0,ON-9
7093,364960.81134,5028371.80742,0,ON-9
7094,365056.79235,5028539.67305,0,ON-9
7095,365168.46984,5028722.94904,0,ON-9
7096,365076.05406,5028582.21814,0,ON-9
7097,365104.54481,5028619.84509,0,ON-9
7098,364793.70564,5028057.65164,0,ON-9
7099,364670.30381,5027838.42010,0,ON-9
7100,365104.89975,5028634.83912,0,ON-9
7101,365074.69999,5028574.82955,0,ON-9
7102,364732.30291,5027980.35381,0,ON-9
7103,364722.80978,5027967.80488,0,ON-9
7104,364724.41793,5027973.78508,0,ON-9
7105,364722.98142,5027968.79555,0,ON-9
7106,364622.80683,5027804.80255,0,ON-9
7107,364751.28303,5028016.65046,0,ON-9
7108,364611.03185,5027786.80750,0,ON-9
7109,364749.50091,5028019.16199,0,ON-9
7110,364792.65992,5028095.86347,0,ON-9
7111,364714.16921,5027950.23151,0,ON-9
7112,364738.58301,5027999.71710,0,ON-9
7113,364765.50594,5028048.04524,0,ON-9
7114,364720.19235,5027963.61535,0,ON-9
7115,364768.36584,5028048.38421,0,ON-9
7116,364711.05041,5027947.32312,0,ON-9
7117,364738.50739,5027994.65867,0,ON-9
7118,364787.20439,5028089.28563,0,ON-9
7119,364791.99303,5028099.73405,0,ON-9
7120,364768.62612,5028055.88634,0,ON-9
7121,364623.47163,5027806.56029,0,ON-9
7122,364737.28985,5027991.01676,0,ON-9
7123,364663.05961,5027865.52908,0,ON-9
7124,364733.60524,5027969.61927,0,ON-9
7125,364650.31341,5027837.04640,0,ON-9
7126,364791.05534,5028098.57254,0,ON-9
7127,364724.09040,5027973.59317,0,ON-9
7128,364709.20756,5027943.53806,0,ON-9
7129,364798.39613,5028108.25665,0,ON-9
7130,364773.11296,5028060.98265,0,ON-9
7131,364392.50732,5027482.19106,0,ON-9
7132,364269.08270,5027336.53277,0,ON-9
7133,364477.34184,5027598.49446,0,ON-9
7134,364456.05612,5027571.35946,0,ON-9
7135,364413.66972,5027515.05541,0,ON-9
7136,364496.92039,5027622.67039,0,ON-9
7137,364229.32729,5027280.45906,0,ON-9
7138,364447.91708,5027565.99391,0,ON-9
7139,364175.17702,5027218.03980,0,ON-9
7140,364211.54725,5027254.21234,0,ON-9
7141,364192.54312,5027216.69291,0,ON-9
7142,364259.02737,5027318.65441,0,ON-9
7143,364459.91847,5027580.18470,0,ON-9
7144,364356.90874,5027438.34609,0,ON-9
7145,364286.15441,5027340.52354,0,ON-9
7146,364462.09924,5027579.59019,0,ON-9
7147,364368.16334,5027454.28356,0,ON-9
7148,364332.98231,5027406.02318,0,ON-9
7149,364456.77725,5027569.22787,0,ON-9
7150,363102.79860,5025784.28521,0,ON-9
7151,363132.44680,5025818.69868,0,ON-9
7152,363124.91368,5025816.41752,0,ON-9
7153,363116.79549,5025799.25687,0,ON-9
7154,363132.31049,5025817.12113,0,ON-9
7155,363110.71169,5025795.68379,0,ON-9
7156,363081.39726,5025756.08896,0,ON-9
7157,363134.51106,5025816.45165,0,ON-9
7158,363120.23671,5025804.15048,0,ON-9
7159,363124.01807,5025810.78417,0,ON-9
7160,363108.17319,5025792.64620,0,ON-9
7161,363119.73197,5025794.86856,0,ON-9
7162,363115.57769,5025804.54776,0,ON-9
7163,363117.86806,5025802.75852,0,ON-9
7164,363103.81003,5025785.14736,0,ON-9
7165,363100.62793,5025785.99338,0,ON-9
7166,363125.28467,5025813.07815,0,ON-9
7167,363099.56574,5025779.55591,0,ON-9
7168,363088.32534,5025763.29635,0,ON-9
7169,363126.26012,5025817.08653,0,ON-9
7170,363122.88156,5025809.34423,0,ON-9
7171,363114.11693,5025793.64625,0,ON-9
7172,363660.83445,5026499.19465,0,ON-9
7173,363669.83057,5026502.06426,0,ON-9
7174,363598.36940,5026414.03403,0,ON-9
7175,363667.38567,5026498.26010,0,ON-9
7176,363382.44864,5026113.06394,0,ON-9
7177,363663.59229,5026497.34617,0,ON-9
7178,363649.63531,5026486.68750,0,ON-9
7179,363525.76889,5026311.07951,0,ON-9
7180,363663.83502,5026498.98492,0,ON-9
7181,363666.09024,5026500.34664,0,ON-9
7182,363659.36667,5026490.59855,0,ON-9
7183,363626.61649,5026444.31806,0,ON-9
7184,363661.90861,5026496.16490,0,ON-9
7185,363668.84046,5026497.56515,0,ON-9
7186,363662.17162,5026489.68890,0,ON-9
7187,363488.18123,5026263.74437,0,ON-9
7188,363351.94757,5026080.82119,0,ON-9
7189,363532.81925,5026318.01494,0,ON-9
7190,363582.68168,5026385.42300,0,ON-9
7191,363667.94452,5026500.59626,0,ON-9
7192,363835.88811,5026716.68883,0,ON-9
7193,363499.91774,5026278.91203,0,ON-9
7194,363469.57554,5026231.82240,0,ON-9
7195,363349.45447,5026071.48458,0,ON-9
7196,363272.63701,5025969.25081,0,ON-9
7197,363257.97765,5025949.29548,0,ON-9
7198,363271.00012,5025972.72568,0,ON-9
7199,363268.13746,5025966.47387,0,ON-9
7200,363270.05167,5025970.72416,0,ON-9
7201,363265.08143,5025959.01649,0,ON-9
7202,363260.83923,5025952.43479,0,ON-9
7203,363266.94273,5025963.59559,0,ON-9
7204,363268.12594,5025967.98480,0,ON-9
7205,363268.52167,5025958.35716,0,ON-9
7206,363263.08188,5025964.37692,0,ON-9
7207,363254.43266,5025948.83285,0,ON-9
7208,363267.56334,5025960.15644,0,ON-9
7209,364104.12861,5027115.89841,0,ON-9
7210,363675.03537,5026535.56795,0,ON-9
7211,363589.00646,5026425.58946,0,ON-9
7212,364102.87573,5027114.46797,0,ON-9
7213,364101.17797,5027114.37011,0,ON-9
7214,363676.78527,5026536.69575,0,ON-9
7215,364104.71917,5027121.49806,0,ON-9
7216,363683.92239,5026551.38252,0,ON-9
7217,363654.26688,5026512.87619,0,ON-9
7218,364103.10889,5027116.26600,0,ON-9
7219,363680.59737,5026541.77477,0,ON-9
7220,363678.83524,5026537.37738,0,ON-9
7221,364076.41274,5027083.64351,0,ON-9
7222,364107.15370,5027119.46199,0,ON-9
7223,364102.26764,5027116.26168,0,ON-9
7224,363674.83265,5026532.61750,0,ON-9
7225,363678.20183,5026540.63952,0,ON-9
7226,363580.47550,5026413.52556,0,ON-9
7227,363361.05974,5026125.38274,0,ON-9
7228,364050.37810,5027034.82077,0,ON-9
7229,363401.44583,5026185.80516,0,ON-9
7230,363575.74656,5026401.73614,0,ON-9
7231,363653.55599,5026510.70622,0,ON-9
7232,363673.47195,5026541.15173,0,ON-9
7233,363978.78288,5026949.22024,0,ON-9
7234,363673.72557,5026534.88049,0,ON-9
7235,363680.64454,5026542.92968,0,ON-9
7236,363670.85907,5026530.63820,0,ON-9
7237,363671.49950,5026539.77596,0,ON-9
7238,364100.31674,5027116.16808,0,ON-9
7239,364089.73471,5027098.18130,0,ON-9
7240,361972.07301,5024734.83978,0,ON-9
7241,362035.39436,5024790.75379,0,ON-9
7242,361999.72128,5024752.43889,0,ON-9
7243,362020.60567,5024778.40712,0,ON-9
7244,361882.33368,5024666.67290,0,ON-9
7245,363181.99782,5025847.91107,0,ON-9
7246,363181.75898,5025842.65829,0,ON-9
7247,363174.55378,5025839.23189,0,ON-9
7248,363153.58046,5025805.60133,0,ON-9
7249,362948.06502,5025527.81250,0,ON-9
7250,363144.87741,5025795.65752,0,ON-9
7251,363011.95223,5025606.82215,0,ON-9
7252,363115.19909,5025756.72008,0,ON-9
7253,362805.36515,5025356.20831,0,ON-9
7254,363108.85562,5025746.06481,0,ON-9
7255,363156.03320,5025820.32604,0,ON-9
7256,362905.99227,5025464.20641,0,ON-9
7257,362580.23682,5025183.88850,0,ON-9
7258,362676.72986,5025255.22057,0,ON-9
7259,363106.66557,5025746.05759,0,ON-9
7260,362876.73075,5025428.76930,0,ON-9
7261,362883.08701,5025443.53461,0,ON-9
7262,362817.12391,5025364.19449,0,ON-9
7263,362927.71284,5025491.13821,0,ON-9
7264,362573.82641,5025181.75605,0,ON-9
7265,363154.16465,5025812.89790,0,ON-9
7266,362977.84700,5025563.09993,0,ON-9
7267,363172.32382,5025835.41815,0,ON-9
7268,362721.50760,5025291.72702,0,ON-9
7269,362992.63551,5025590.38928,0,ON-9
7270,362848.30324,5025398.85879,0,ON-9
7271,362749.47286,5025310.47395,0,ON-9
7272,362921.96550,5025494.14329,0,ON-9
7273,362736.82488,5025308.28015,0,ON-9
7274,363157.85067,5025818.81908,0,ON-9
7275,363141.16212,5025790.36221,0,ON-9
7276,362888.40688,5025443.01533,0,ON-9
7277,362668.89297,5025253.38592,0,ON-9
7278,363108.35406,5025753.64831,0,ON-9
7279,362401.17349,5025038.54507,0,ON-9
7280,362825.71576,5025367.27501,0,ON-9
7281,362868.77425,5025414.61709,0,ON-9
7282,362881.12531,5025430.48160,0,ON-9
7283,363118.29114,5025749.74440,0,ON-9
7284,362190.06387,5024879.84400,0,ON-9
7285,362157.86454,5024853.40582,0,ON-9
7286,362154.91813,5024852.45755,0,ON-9
7287,362158.51647,5024854.57422,0,ON-9
7288,362223.97381,5024900.41773,0,ON-9
7289,362200.04428,5024885.67558,0,ON-9
7290,362144.94674,5024843.82472,0,ON-9
7291,362186.88969,5024872.08236,0,ON-9
7292,362166.37339,5024856.78251,0,ON-9
7293,362170.73175,5024888.80078,0,ON-9
7294,362173.23538,5024899.28294,0,ON-9
7295,362182.47458,5024894.92199,0,ON-9
7296,362759.01368,5025355.70246,0,ON-9
7297,362722.86199,5025313.24310,0,ON-9
7298,362986.38170,5025634.00158,0,ON-9
7299,362714.35862,5025313.56847,0,ON-9
7300,362777.06270,5025357.58277,0,ON-9
7301,363031.74424,5025685.28444,0,ON-9
7302,362806.42707,5025393.11747,0,ON-9
7303,362566.24238,5025196.10872,0,ON-9
7304,362728.84421,5025323.56253,0,ON-9
7305,363026.57154,5025678.01480,0,ON-9
7306,362928.09208,5025540.06450,0,ON-9
7307,362712.53384,5025313.54382,0,ON-9
7308,362974.87963,5025613.26146,0,ON-9
7309,363015.96561,5025657.21329,0,ON-9
7310,362881.93737,5025478.77291,0,ON-9
7311,362752.15779,5025345.56830,0,ON-9
7312,362447.95274,5025111.87370,0,ON-9
7313,360479.30448,5023542.44471,0,ON-9
7314,360494.41306,5023556.65278,0,ON-9
7315,360623.25005,5023645.31430,0,ON-9
7316,360783.00809,5023782.11787,0,ON-9
7317,360518.17984,5023570.13933,0,ON-9
7318,360556.29267,5023604.56130,0,ON-9
7319,361541.57442,5024374.30376,0,ON-9
7320,361617.65437,5024434.69968,0,ON-9
7321,361700.58813,5024496.74395,0,ON-9
7322,361752.64109,5024533.18468,0,ON-9
7323,361171.74775,5024075.23715,0,ON-9
7324,361785.83908,5024557.01880,0,ON-9
7325,361369.04881,5024228.08132,0,ON-9
7326,361179.34059,5024080.02045,0,ON-9
7327,360888.51283,5023861.68937,0,ON-9
7328,361819.24415,5024581.98226,0,ON-9
7329,361466.84037,5024302.20599,0,ON-9
7330,361746.66436,5024535.22810,0,ON-9
7331,361753.77484,5024532.61453,0,ON-9
7332,361198.75178,5024103.71040,0,ON-9
7333,361593.00429,5024410.50327,0,ON-9
7334,361407.35094,5024255.92945,0,ON-9
7335,361534.29598,5024361.81070,0,ON-9
7336,361410.74242,5024267.36118,0,ON-9
7337,361346.18810,5024215.72362,0,ON-9
7338,361591.24582,5024413.66844,0,ON-9
7339,361649.50426,5024450.74432,0,ON-9
7340,361665.29854,5024469.05945,0,ON-9
7341,361764.43467,5024538.78717,0,ON-9
7342,360566.97732,5023639.07277,0,ON-9
7343,360591.57459,5023662.20086,0,ON-9
7344,360684.84073,5023733.46106,0,ON-9
7345,360290.15653,5023391.79076,0,ON-9
7346,360293.63276,5023400.69832,0,ON-9
7347,360232.02838,5023350.28719,0,ON-9
7348,360300.60529,5023407.86602,0,ON-9
7349,360277.06575,5023394.56508,0,ON-9
7350,360147.42248,5023286.70447,0,ON-9
