Station,utm_e,utm_n,height,utm_z
3539,364841.82600,5014582.92110,0,ON-9
3540,365675.46287,5014978.36897,0,ON-9
3541,365341.01250,5014836.16373,0,ON-9
3542,365209.58477,5014768.97140,0,ON-9
3543,365282.22047,5014807.58042,0,ON-9
3544,365740.11934,5015003.76751,0,ON-9
3545,366177.09010,5015219.37010,0,ON-9
3546,364391.58883,5029927.81265,0,ON-9
3547,384910.63467,5036098.53572,0,ON-9
3548,385236.66823,5036250.99437,0,ON-9
3549,384786.63870,5036061.38188,0,ON-9
3550,385327.62251,5036616.14981,0,ON-9
3551,365650.70874,5023975.83570,0,ON-9
3552,365650.01156,5023976.60429,0,ON-9
3553,384050.35952,5037034.40235,0,ON-9
3554,384506.30977,5037241.45808,0,ON-9
3555,384508.72112,5037242.85680,0,ON-9
3556,384092.75710,5038135.77735,0,ON-9
3557,383520.54404,5037973.01350,0,ON-9
3558,383393.93021,5038002.51144,0,ON-9
3559,384705.42125,5037593.90050,0,ON-9
3560,384559.28250,5038048.80215,0,ON-9
3561,384458.26172,5037202.44162,0,ON-9
3562,383216.02853,5037989.09095,0,ON-9
3563,369206.51160,5033571.58597,0,ON-9
3564,369250.71234,5032858.92330,0,ON-9
3565,369250.15996,5032859.36672,0,ON-9
3566,369249.10750,5032858.68994,0,ON-9
3567,369375.03845,5032658.92049,0,ON-9
3568,369204.66251,5032911.66597,0,ON-9
3569,373198.12524,5033132.48571,0,ON-9
3570,351146.59530,5012341.17461,0,ON-9
3571,368995.69187,5028205.50819,0,ON-9
3572,365102.03805,5024010.17670,0,ON-9
3573,365101.36915,5024009.50780,0,ON-9
3574,365103.37584,5024010.84559,0,ON-9
3575,365242.58212,5023890.61331,0,ON-9
3576,366231.04325,5023515.51010,0,ON-9
3577,365643.70070,5026845.30265,0,ON-9
3578,352856.07878,5019235.58570,0,ON-9
3579,371648.65635,5030236.02716,0,ON-9
3580,365063.03367,5026861.66909,0,ON-9
3581,363623.96712,5027376.45379,0,ON-9
3582,363601.59780,5027428.10501,0,ON-9
3583,363410.51429,5027867.77787,0,ON-9
3584,363323.66419,5028067.62693,0,ON-9
3585,363241.60008,5028258.99126,0,ON-9
3586,363238.44930,5028263.32582,0,ON-9
3587,363770.67888,5027039.62476,0,ON-9
3588,363168.45507,5028429.15435,0,ON-9
3589,363461.68734,5027750.88020,0,ON-9
3590,363312.91236,5028095.46544,0,ON-9
3591,363227.69377,5028292.55133,0,ON-9
3592,363228.24025,5028292.55130,0,ON-9
3593,363227.47699,5028292.27121,0,ON-9
3594,363097.15874,5028584.54950,0,ON-9
3595,363162.69404,5028442.22460,0,ON-9
3596,363130.68826,5028506.55200,0,ON-9
3597,363064.69653,5028628.05624,0,ON-9
3598,361844.61871,5022886.15280,0,ON-9
3599,368174.55195,5011264.96215,0,ON-9
3600,366754.28963,5023504.48648,0,ON-9
3601,383540.16070,5035050.28330,0,ON-9
3602,366065.96471,5030090.89431,0,ON-9
3603,373898.58587,5032653.56230,0,ON-9
3604,368757.69976,5009885.71540,0,ON-9
3605,368759.64985,5009886.14761,0,ON-9
3606,364068.22481,5027971.51249,0,ON-9
3607,364067.69964,5027972.88160,0,ON-9
3608,363956.04885,5027926.97720,0,ON-9
3609,368950.71274,5033056.59120,0,ON-9
3610,368949.37495,5033057.26010,0,ON-9
3611,368951.21034,5033056.21597,0,ON-9
3612,368211.16889,5032608.60690,0,ON-9
3613,368213.14433,5032607.36444,0,ON-9
3614,368212.36295,5032606.25011,0,ON-9
3615,368042.37852,5032503.04340,0,ON-9
3616,368042.86299,5032503.96252,0,ON-9
3617,368041.60660,5032502.50500,0,ON-9
3618,368336.19966,5032681.96023,0,ON-9
3619,367752.84272,5032321.70132,0,ON-9
3620,367751.08890,5032321.78135,0,ON-9
3621,369192.38104,5033200.58510,0,ON-9
3622,368299.34056,5032658.51238,0,ON-9
3623,367846.10852,5032380.18395,0,ON-9
3624,367821.71712,5032364.30205,0,ON-9
3625,367987.20549,5032469.64100,0,ON-9
3626,368001.19102,5032478.62887,0,ON-9
3627,368021.62927,5032488.88218,0,ON-9
3628,364532.24175,5029023.56190,0,ON-9
3629,364653.82445,5016292.56511,0,ON-9
3630,365192.02782,5016529.08513,0,ON-9
3631,365198.86086,5016528.37507,0,ON-9
3632,364586.03255,5015967.99708,0,ON-9
3633,364577.75036,5016242.54195,0,ON-9
3634,365070.50618,5016515.49153,0,ON-9
3635,385171.62075,5035016.10816,0,ON-9
3636,372173.38715,5033617.92660,0,ON-9
3637,372174.05605,5033618.59550,0,ON-9
3638,371733.71796,5033352.92100,0,ON-9
3639,371733.62840,5033353.58990,0,ON-9
3640,371946.42225,5033506.06641,0,ON-9
3641,366921.60732,5025322.29912,0,ON-9
3642,366920.18760,5025321.76272,0,ON-9
3643,366920.22750,5025322.76355,0,ON-9
3644,366921.24814,5025323.33871,0,ON-9
3645,367051.91236,5025167.42505,0,ON-9
3646,367023.59492,5025213.93224,0,ON-9
3647,365923.48380,5015084.39839,0,ON-9
3648,365900.26718,5015126.65857,0,ON-9
3649,364724.14350,5015004.20500,0,ON-9
3650,364805.15400,5015048.66500,0,ON-9
3651,364632.16455,5014954.25300,0,ON-9
3652,364632.43294,5014954.79326,0,ON-9
3653,364631.37086,5014952.07663,0,ON-9
3654,363546.35485,5029364.56480,0,ON-9
3655,363546.68921,5029364.56492,0,ON-9
3656,363546.68908,5029364.56466,0,ON-9
3657,363546.68908,5029364.56492,0,ON-9
3658,363546.68895,5029364.56466,0,ON-9
3659,363265.21249,5029130.56681,0,ON-9
3660,368968.56770,5029741.21395,0,ON-9
3661,368968.61410,5029742.10015,0,ON-9
3662,368968.99457,5029741.86120,0,ON-9
3663,369546.77405,5026786.29921,0,ON-9
3664,369537.17195,5026727.85188,0,ON-9
3665,367421.82008,5029396.89207,0,ON-9
3666,367420.16746,5029397.82937,0,ON-9
3667,367441.53860,5029407.73551,0,ON-9
3668,365704.94716,5020983.37418,0,ON-9
3669,379345.27477,5033324.77411,0,ON-9
3670,363567.68950,5028881.43417,0,ON-9
3671,369311.38545,5026569.85620,0,ON-9
3672,369292.71570,5026764.30711,0,ON-9
3673,369300.75767,5026702.57208,0,ON-9
3674,369309.11187,5026598.65166,0,ON-9
3675,369301.23641,5026680.52013,0,ON-9
3676,364250.22898,5025139.71379,0,ON-9
3677,364249.97664,5025140.49912,0,ON-9
3678,364248.73771,5025140.75595,0,ON-9
3679,364421.11212,5024746.53216,0,ON-9
3680,364409.57721,5024773.13977,0,ON-9
3681,364409.57791,5024773.14012,0,ON-9
3682,364443.30774,5024700.99866,0,ON-9
3683,363603.69812,5026670.99323,0,ON-9
3684,364336.67206,5024942.18544,0,ON-9
3685,364292.52605,5025044.34300,0,ON-9
3686,361396.58710,5014648.17810,0,ON-9
3687,361054.90310,5015134.49400,0,ON-9
3688,361719.19535,5014048.20569,0,ON-9
3689,360891.57900,5015276.60900,0,ON-9
3690,361348.29936,5023911.62454,0,ON-9
3691,369127.75945,5032788.28536,0,ON-9
3692,368801.82087,5033232.97905,0,ON-9
3693,368802.64625,5033234.82426,0,ON-9
3694,368801.97057,5033234.44223,0,ON-9
3695,368803.55480,5033233.71465,0,ON-9
3696,368802.46190,5033235.09598,0,ON-9
3697,368800.93495,5033234.70870,0,ON-9
3698,368825.18090,5033167.25798,0,ON-9
3699,369126.35998,5032791.15090,0,ON-9
3700,353555.59035,5018043.45700,0,ON-9
3701,364439.20500,5027135.52070,0,ON-9
3702,364438.64839,5027136.64371,0,ON-9
3703,364440.36774,5027135.87080,0,ON-9
3704,364857.33893,5027379.53386,0,ON-9
3705,364764.96737,5027322.87930,0,ON-9
3706,355713.31700,5015045.09300,0,ON-9
3707,363344.42644,5027146.39774,0,ON-9
3708,363084.23601,5027740.27095,0,ON-9
3709,370925.91542,5026461.92654,0,ON-9
3710,364754.69510,5030178.56710,0,ON-9
3711,367689.00364,5028492.94545,0,ON-9
3712,367640.23285,5028441.26763,0,ON-9
3713,368542.43955,5028770.95814,0,ON-9
3714,368542.71262,5028771.54770,0,ON-9
3715,368542.72890,5028770.88587,0,ON-9
3716,368769.38244,5030525.56690,0,ON-9
3717,368768.04465,5030526.23580,0,ON-9
3718,368767.37575,5030526.90469,0,ON-9
3719,368768.46898,5030526.13589,0,ON-9
3720,368767.40133,5030525.19878,0,ON-9
3721,368767.37575,5030525.56690,0,ON-9
3722,368767.37575,5030526.90469,0,ON-9
3723,368768.71354,5030526.23580,0,ON-9
3724,368768.60143,5030526.25647,0,ON-9
3725,368768.04465,5030525.56690,0,ON-9
3726,368769.42694,5030523.85016,0,ON-9
3727,368767.71015,5030525.56577,0,ON-9
3728,367602.37495,5025872.20001,0,ON-9
3729,367602.70940,5025872.84894,0,ON-9
3730,367605.80634,5025874.21658,0,ON-9
3731,367603.60325,5025873.76126,0,ON-9
3732,367602.70940,5025873.26643,0,ON-9
3733,367604.20562,5025873.67166,0,ON-9
3734,367603.04385,5025874.20670,0,ON-9
3735,367600.82839,5025876.83093,0,ON-9
3736,367602.71003,5025873.53774,0,ON-9
3737,367605.52648,5025870.95832,0,ON-9
3738,367610.85630,5025879.45963,0,ON-9
3739,367602.69848,5025873.53951,0,ON-9
3740,367611.07162,5025882.69740,0,ON-9
3741,368226.70766,5028577.55769,0,ON-9
3742,368227.71101,5028575.55062,0,ON-9
3743,368858.95323,5030913.44870,0,ON-9
3744,368860.03815,5030913.90550,0,ON-9
3745,368857.45479,5030913.27803,0,ON-9
3746,368859.95767,5030913.09190,0,ON-9
3747,368730.61099,5031493.32193,0,ON-9
3748,368295.18641,5028635.43494,0,ON-9
3749,367347.59194,5026849.23056,0,ON-9
3750,367347.21802,5026856.35435,0,ON-9
3751,367327.69089,5026864.71347,0,ON-9
3752,367854.72486,5028518.46663,0,ON-9
3753,367918.58146,5028514.63755,0,ON-9
3754,368951.56300,5029830.51883,0,ON-9
3755,368652.20366,5028779.25275,0,ON-9
3756,368612.11157,5028776.22148,0,ON-9
3757,368649.95473,5028778.86019,0,ON-9
3758,367655.80485,5028455.03279,0,ON-9
3759,368762.73602,5030544.40527,0,ON-9
3760,368766.64111,5030697.53064,0,ON-9
3761,368238.81135,5031761.87318,0,ON-9
3762,368930.94116,5031089.82524,0,ON-9
3763,368930.94116,5031095.84530,0,ON-9
3764,367940.81259,5032015.67072,0,ON-9
3765,367962.81510,5031977.23547,0,ON-9
3766,368202.00638,5028559.09102,0,ON-9
3767,367361.32265,5027108.82160,0,ON-9
3768,368004.38384,5031903.24221,0,ON-9
3769,368002.17612,5031904.31226,0,ON-9
3770,368003.18497,5031905.29006,0,ON-9
3771,368001.07226,5031903.48710,0,ON-9
3772,368003.28369,5031904.73130,0,ON-9
3773,368002.28368,5031903.98512,0,ON-9
3774,368004.20815,5031905.67852,0,ON-9
3775,368002.69104,5031903.78365,0,ON-9
3776,368002.71192,5031904.58024,0,ON-9
3777,367921.61060,5032044.37781,0,ON-9
3778,367921.37459,5032044.14180,0,ON-9
3779,367921.75433,5032044.26227,0,ON-9
3780,367921.63362,5032044.73728,0,ON-9
3781,367920.89091,5032043.64594,0,ON-9
3782,367921.42032,5032044.32812,0,ON-9
3783,367922.19222,5032043.72627,0,ON-9
3784,367922.22234,5032044.81675,0,ON-9
3785,367922.03115,5032045.25240,0,ON-9
3786,367922.06089,5032044.08011,0,ON-9
3787,367921.34829,5032045.15188,0,ON-9
3788,367922.03115,5032045.25240,0,ON-9
3789,367922.03115,5032043.91460,0,ON-9
3790,367923.54692,5032042.08783,0,ON-9
3791,367921.60329,5032045.28517,0,ON-9
3792,367920.80820,5032044.41871,0,ON-9
3793,367921.14416,5032044.75467,0,ON-9
3794,367921.79729,5032044.70735,0,ON-9
3795,367921.10844,5032043.62755,0,ON-9
3796,357049.34616,5006134.26012,0,ON-9
3797,394887.29715,5034064.50860,0,ON-9
3798,390201.70435,5032046.83341,0,ON-9
3799,391419.48695,5032662.50320,0,ON-9
3800,398428.90732,5035550.90818,0,ON-9
3801,394700.27360,5033987.49253,0,ON-9
3802,390382.70994,5032132.86693,0,ON-9
3803,396638.19982,5034724.77183,0,ON-9
3804,396453.64752,5034647.78644,0,ON-9
3805,396154.71971,5034513.55349,0,ON-9
3806,388795.79714,5031789.84010,0,ON-9
3807,388795.79714,5031788.50231,0,ON-9
3808,366777.59241,5023360.61222,0,ON-9
3809,367069.43952,5022922.26284,0,ON-9
3810,367230.29666,5023196.01000,0,ON-9
3811,365364.02945,5022543.82750,0,ON-9
3812,365365.88564,5022542.11656,0,ON-9
3813,365364.02945,5022545.16530,0,ON-9
3814,365362.69166,5022543.82750,0,ON-9
3815,365364.69834,5022544.49640,0,ON-9
3816,365363.69534,5022544.49619,0,ON-9
3817,365364.97705,5022545.77845,0,ON-9
3818,365363.05397,5022543.85537,0,ON-9
3819,365364.23774,5022544.22503,0,ON-9
3820,365363.69500,5022544.73309,0,ON-9
3821,365363.36055,5022543.82750,0,ON-9
3822,365365.32322,5022545.31051,0,ON-9
3823,365362.94453,5022544.87163,0,ON-9
3824,365363.36055,5022544.49640,0,ON-9
3825,367396.38384,5023266.51610,0,ON-9
3826,367394.37715,5023267.85389,0,ON-9
3827,367395.71494,5023265.84720,0,ON-9
3828,367395.14310,5023266.30035,0,ON-9
3829,367395.14310,5023265.86885,0,ON-9
3830,367394.10277,5023266.82051,0,ON-9
3831,367393.49394,5023266.21169,0,ON-9
3832,367394.90536,5023266.33771,0,ON-9
3833,367394.71154,5023266.51617,0,ON-9
3834,367393.70826,5023265.84720,0,ON-9
3835,367395.04605,5023267.85389,0,ON-9
3836,367396.42834,5023266.51610,0,ON-9
3837,367394.16515,5023267.06255,0,ON-9
3838,367396.38384,5023267.18500,0,ON-9
3839,367395.04605,5023267.85389,0,ON-9
3840,367393.96113,5023266.14087,0,ON-9
3841,365517.87560,5022606.70376,0,ON-9
3842,365421.55453,5022568.57667,0,ON-9
3843,365457.21938,5022580.59378,0,ON-9
3844,365828.66158,5022783.32549,0,ON-9
3845,370493.37775,5032199.24081,0,ON-9
3846,382358.01010,5033070.71370,0,ON-9
3847,369283.70178,5030620.63919,0,ON-9
3848,369033.79958,5031064.51082,0,ON-9
3849,369076.75559,5031013.21671,0,ON-9
3850,370085.70075,5024461.04098,0,ON-9
3851,356785.55450,5015426.55700,0,ON-9
3852,356858.88200,5015467.13400,0,ON-9
3853,360807.39882,5025009.40288,0,ON-9
3854,361983.34785,5021007.49449,0,ON-9
3855,372295.35688,5027792.40279,0,ON-9
3856,374990.20125,5022515.06599,0,ON-9
3857,374573.75150,5023514.38440,0,ON-9
3858,374573.41705,5023514.84120,0,ON-9
3859,373761.93549,5025403.62054,0,ON-9
3860,373764.38103,5025405.16383,0,ON-9
3861,373764.07445,5025403.85390,0,ON-9
3862,373763.73998,5025404.52279,0,ON-9
3863,373762.79325,5025403.81274,0,ON-9
3864,373762.36227,5025405.21166,0,ON-9
3865,373762.53699,5025404.82355,0,ON-9
3866,373763.40555,5025405.19170,0,ON-9
3867,373764.21337,5025404.75949,0,ON-9
3868,373763.40555,5025405.19170,0,ON-9
3869,373762.73666,5025405.86059,0,ON-9
3870,373762.73666,5025405.86059,0,ON-9
3871,373763.26210,5025403.80595,0,ON-9
3872,373762.78421,5025404.28385,0,ON-9
3873,373762.73666,5025404.52280,0,ON-9
3874,373763.26663,5025403.81274,0,ON-9
3875,373762.48370,5025405.12228,0,ON-9
3876,373764.07445,5025403.85390,0,ON-9
3877,373762.99103,5025403.06194,0,ON-9
3878,373763.40555,5025404.52280,0,ON-9
3879,373764.74334,5025403.85390,0,ON-9
3880,373396.16607,5026309.74185,0,ON-9
3881,373397.14155,5026307.79090,0,ON-9
3882,373399.73615,5026309.92432,0,ON-9
3883,373396.32920,5026309.65454,0,ON-9
3884,373397.14155,5026309.12870,0,ON-9
3885,373396.80710,5026309.69437,0,ON-9
3886,373397.55757,5026307.33410,0,ON-9
3887,373397.14155,5026307.79090,0,ON-9
3888,374319.08095,5024119.83960,0,ON-9
3889,373568.52045,5025879.52079,0,ON-9
3890,373567.71263,5025878.89306,0,ON-9
3891,373570.43741,5025878.55823,0,ON-9
3892,373568.52045,5025879.52079,0,ON-9
3893,374351.73980,5024042.80104,0,ON-9
3894,373068.58711,5027159.20385,0,ON-9
3895,373069.63305,5027161.30859,0,ON-9
3896,373071.17051,5027159.60265,0,ON-9
3897,373070.42674,5027159.53152,0,ON-9
3898,373069.96750,5027159.60631,0,ON-9
3899,373070.44540,5027158.58505,0,ON-9
3900,373069.63305,5027158.63300,0,ON-9
3901,373070.44087,5027159.06521,0,ON-9
3902,373205.17153,5026794.77577,0,ON-9
3903,373206.29177,5026796.41385,0,ON-9
3904,373205.53384,5026797.42349,0,ON-9
3905,373203.48605,5026791.82986,0,ON-9
3906,373204.19605,5026796.08570,0,ON-9
3907,372903.38815,5027464.86909,0,ON-9
3908,372904.05705,5027463.53130,0,ON-9
3909,372903.38815,5027464.86909,0,ON-9
3910,372904.37035,5027463.03192,0,ON-9
3911,372904.05705,5027465.53799,0,ON-9
3912,372904.72594,5027463.53130,0,ON-9
3913,372904.05705,5027464.20020,0,ON-9
3914,372903.72260,5027462.98485,0,ON-9
3915,372904.49499,5027463.22831,0,ON-9
3916,372904.26905,5027463.53130,0,ON-9
3917,372904.72594,5027465.53799,0,ON-9
3918,372903.17615,5027465.17064,0,ON-9
3919,372905.14272,5027462.34787,0,ON-9
3920,373840.99753,5025227.93417,0,ON-9
3921,374170.01820,5024467.42838,0,ON-9
3922,373824.27512,5025272.08133,0,ON-9
3923,373805.31706,5025312.28863,0,ON-9
3924,373409.85058,5026278.35947,0,ON-9
3925,373262.39003,5026653.61078,0,ON-9
3926,373039.87866,5027231.47485,0,ON-9
3927,336736.69510,5037256.42805,0,ON-9
3928,362273.38800,5023598.19407,0,ON-9
3929,362498.85482,5023254.32762,0,ON-9
3930,384835.37258,5038702.32789,0,ON-9
3931,366613.88260,5023668.20221,0,ON-9
3932,367647.33257,5030990.80142,0,ON-9
3933,367649.18367,5030990.80849,0,ON-9
3934,367647.70696,5030991.90959,0,ON-9
3935,367649.71364,5030991.24070,0,ON-9
3936,368494.74961,5031494.81935,0,ON-9
3937,368120.71734,5031271.58890,0,ON-9
3938,368119.10517,5031271.89331,0,ON-9
3939,368118.62110,5031271.58890,0,ON-9
3940,368121.38624,5031270.25111,0,ON-9
3941,367482.37015,5030890.23090,0,ON-9
3942,367322.65245,5030792.32601,0,ON-9
3943,367321.23232,5030792.56270,0,ON-9
3944,367810.38344,5031084.23321,0,ON-9
3945,367808.86974,5031085.52988,0,ON-9
3946,367808.17572,5031085.83874,0,ON-9
3947,367807.70786,5031087.57769,0,ON-9
3948,367068.17449,5030641.56810,0,ON-9
3949,368123.88759,5031274.32660,0,ON-9
3950,367569.39967,5030941.86679,0,ON-9
3951,367486.01821,5030892.16555,0,ON-9
3952,368031.55976,5031219.55351,0,ON-9
3953,367984.60674,5031193.09504,0,ON-9
3954,353998.21685,5015345.54439,0,ON-9
3955,353996.06709,5015345.00695,0,ON-9
3956,353996.26676,5015344.63880,0,ON-9
3957,353997.60455,5015344.63880,0,ON-9
3958,353997.60455,5015345.30770,0,ON-9
3959,353997.60455,5015345.97660,0,ON-9
3960,353996.26676,5015345.30770,0,ON-9
3961,380889.84229,5038092.94260,0,ON-9
3962,364999.23460,5016865.77700,0,ON-9
3963,364043.97936,5023671.78866,0,ON-9
3964,363921.69080,5023875.68823,0,ON-9
3965,338906.48580,5013045.75125,0,ON-9
3966,338798.59763,5013178.83365,0,ON-9
3967,352657.94755,5020883.48600,0,ON-9
3968,352658.90760,5020882.83875,0,ON-9
3969,356525.50062,5022537.43715,0,ON-9
3970,356388.69848,5022757.54102,0,ON-9
3971,372003.92548,5026534.51580,0,ON-9
3972,371632.51534,5030425.11819,0,ON-9
3973,371777.15167,5030401.62339,0,ON-9
3974,363640.88213,5023886.06236,0,ON-9
3975,370373.52697,5022991.40753,0,ON-9
3976,349174.73300,5018389.77100,0,ON-9
3977,337950.22537,5018858.90614,0,ON-9
3978,318041.32010,5030776.60587,0,ON-9
3979,370931.10398,5027693.75947,0,ON-9
3980,380705.20612,5037027.78149,0,ON-9
3981,380707.41384,5037028.58470,0,ON-9
3982,370834.69666,5031671.97110,0,ON-9
3983,371262.71426,5031614.57200,0,ON-9
3984,371263.71760,5031614.79748,0,ON-9
3985,371265.38984,5031613.23421,0,ON-9
3986,370677.38824,5031611.03410,0,ON-9
3987,370676.71935,5031612.37190,0,ON-9
3988,370676.46292,5031611.70300,0,ON-9
3989,370675.48725,5031611.58069,0,ON-9
3990,370677.38824,5031611.03410,0,ON-9
3991,370675.98313,5031612.68396,0,ON-9
3992,370677.38824,5031611.03410,0,ON-9
3993,370677.47780,5031612.24945,0,ON-9
3994,370675.48298,5031611.92848,0,ON-9
3995,370676.35462,5031611.55847,0,ON-9
3996,370677.33165,5031612.88643,0,ON-9
3997,370677.38824,5031611.70300,0,ON-9
3998,370677.24327,5031610.84463,0,ON-9
3999,370675.52653,5031610.84463,0,ON-9
4000,370677.33165,5031612.88643,0,ON-9
4001,370677.13537,5031611.32777,0,ON-9
4002,370677.38824,5031612.37190,0,ON-9
4003,370676.05045,5031610.36521,0,ON-9
4004,370676.78822,5031611.55847,0,ON-9
4005,370676.37853,5031611.68628,0,ON-9
4006,371827.06558,5031676.34721,0,ON-9
4007,371294.31869,5031617.85069,0,ON-9
4008,372265.56535,5031942.57400,0,ON-9
4009,371914.26072,5031927.54045,0,ON-9
4010,363036.93791,5021804.49243,0,ON-9
4011,363034.33653,5021801.36730,0,ON-9
4012,363036.08134,5021802.49290,0,ON-9
4013,362421.19335,5021883.45250,0,ON-9
4014,363118.36014,5021654.82160,0,ON-9
4015,363117.16127,5021654.78044,0,ON-9
4016,362145.36335,5021862.54431,0,ON-9
4017,362373.98397,5021890.61080,0,ON-9
4018,362409.58037,5021887.51463,0,ON-9
4019,362769.23573,5021942.70928,0,ON-9
4020,339121.74623,5023118.39814,0,ON-9
4021,342795.84495,5006614.09720,0,ON-9
4022,342481.96975,5006333.83590,0,ON-9
4023,362311.44479,5021250.61787,0,ON-9
4024,366815.57844,5015027.40180,0,ON-9
4025,366812.95945,5015028.78076,0,ON-9
4026,366813.42830,5015026.87596,0,ON-9
4027,366814.24065,5015027.40180,0,ON-9
4028,366747.83745,5015639.40000,0,ON-9
4029,366547.40860,5014867.61818,0,ON-9
4030,366564.97438,5014877.88774,0,ON-9
4031,366866.41456,5015064.86000,0,ON-9
4032,366916.58179,5015136.43190,0,ON-9
4033,366940.66629,5016012.30948,0,ON-9
4034,366362.71616,5014861.09143,0,ON-9
4035,366406.75164,5014857.45267,0,ON-9
4036,366372.37076,5014862.48133,0,ON-9
4037,371090.03418,5028866.60479,0,ON-9
4038,366392.47935,5015842.82820,0,ON-9
4039,366939.06985,5016514.56420,0,ON-9
4040,366939.40430,5016517.13931,0,ON-9
4041,367368.88666,5016576.90900,0,ON-9
4042,367370.38760,5016577.34843,0,ON-9
4043,367371.27647,5016577.28423,0,ON-9
4044,366348.57504,5015471.80240,0,ON-9
4045,366345.89946,5015471.13350,0,ON-9
4046,366346.30130,5015471.43425,0,ON-9
4047,366347.50430,5015472.03576,0,ON-9
4048,366345.40186,5015470.75827,0,ON-9
4049,366346.90280,5015471.37019,0,ON-9
4050,366347.37617,5015472.31693,0,ON-9
4051,369110.46047,5033503.78093,0,ON-9
4052,360982.31120,5014901.73290,0,ON-9
4053,360982.31120,5014901.73290,0,ON-9
4054,360982.31120,5014901.73290,0,ON-9
4055,374630.15789,5033889.68549,0,ON-9
4056,356074.25722,5014981.86941,0,ON-9
4057,360544.41088,5025273.47664,0,ON-9
4058,360545.17730,5025271.50070,0,ON-9
4059,360547.18774,5025273.64540,0,ON-9
4060,357252.92567,5022920.60259,0,ON-9
4061,373007.73390,5029347.31425,0,ON-9
4062,368326.04205,5032417.25840,0,ON-9
4063,368326.04205,5032417.92729,0,ON-9
4064,368325.70760,5032415.91306,0,ON-9
4065,368596.74831,5031948.34535,0,ON-9
4066,368598.65989,5031949.30115,0,ON-9
4067,368598.18200,5031947.86745,0,ON-9
4068,368169.41485,5032679.58490,0,ON-9
4069,368170.22353,5032679.34821,0,ON-9
4070,368169.74111,5032679.34595,0,ON-9
4071,368169.60400,5032680.67780,0,ON-9
4072,368373.50766,5032329.30510,0,ON-9
4073,368374.03310,5032330.21295,0,ON-9
4074,368374.51100,5032329.73505,0,ON-9
4075,368374.17655,5032329.30510,0,ON-9
4076,368375.02050,5032330.99300,0,ON-9
4077,368374.84545,5032329.30510,0,ON-9
4078,368373.96455,5032330.52045,0,ON-9
4079,368374.84545,5032328.63621,0,ON-9
4080,368130.37694,5032748.58150,0,ON-9
4081,368128.76096,5032748.19363,0,ON-9
4082,368128.37025,5032748.58150,0,ON-9
4083,368536.38394,5032049.91520,0,ON-9
4084,368263.70204,5032522.26850,0,ON-9
4085,368263.03315,5032522.26850,0,ON-9
4086,368249.22816,5032545.93842,0,ON-9
4087,368236.78413,5032567.95178,0,ON-9
4088,368350.79121,5032374.44903,0,ON-9
4089,368285.90827,5032482.14134,0,ON-9
4090,368286.55688,5032483.19499,0,ON-9
4091,372652.54838,5032411.88341,0,ON-9
4092,372651.33073,5032413.10107,0,ON-9
4093,372649.71856,5032410.91010,0,ON-9
4094,372649.86353,5032413.29574,0,ON-9
4095,372651.72524,5032412.24790,0,ON-9
4096,372008.18107,5034040.34951,0,ON-9
4097,372007.70770,5034039.86935,0,ON-9
4098,372007.70770,5034038.94686,0,ON-9
4099,372007.37325,5034041.25510,0,ON-9
4100,372748.08224,5032168.99080,0,ON-9
4101,372748.08224,5032170.90468,0,ON-9
4102,372748.72020,5032169.93845,0,ON-9
4103,372748.72020,5032169.91531,0,ON-9
4104,372749.26665,5032169.49280,0,ON-9
4105,372747.76441,5032170.82465,0,ON-9
4106,372749.72354,5032171.25460,0,ON-9
4107,372748.72020,5032171.13215,0,ON-9
4108,372748.72020,5032171.71140,0,ON-9
4109,372749.95477,5032173.05484,0,ON-9
4110,372749.72354,5032170.58570,0,ON-9
4111,372750.22114,5032170.96093,0,ON-9
4112,372363.17584,5033142.28301,0,ON-9
4113,372210.59355,5033529.57747,0,ON-9
4114,372470.10998,5032871.10471,0,ON-9
4115,372407.51298,5033024.76825,0,ON-9
4116,372063.53320,5033906.59345,0,ON-9
4117,372824.47262,5032018.07357,0,ON-9
4118,372753.49917,5032162.70040,0,ON-9
4119,372863.16030,5031917.28037,0,ON-9
4120,372843.36903,5031961.22115,0,ON-9
4121,372260.76078,5033401.14937,0,ON-9
4122,372520.62130,5032743.62705,0,ON-9
4123,372739.69010,5032185.97032,0,ON-9
4124,372861.05035,5031872.23570,0,ON-9
4125,372860.71590,5031872.28365,0,ON-9
4126,380652.74610,5035116.80905,0,ON-9
4127,349514.92565,5017548.10631,0,ON-9
4128,349513.64445,5017550.15416,0,ON-9
4129,349845.75688,5017803.86777,0,ON-9
4130,350128.13968,5017724.63110,0,ON-9
4131,349983.90826,5017826.53519,0,ON-9
4132,356788.00095,5020030.24193,0,ON-9
4133,370355.65835,5032708.35101,0,ON-9
4134,370220.70940,5033148.81356,0,ON-9
4135,370220.37495,5033149.25900,0,ON-9
4136,370220.37495,5033147.25231,0,ON-9
4137,370220.23150,5033148.35115,0,ON-9
4138,375048.05915,5031119.56420,0,ON-9
4139,375047.39025,5031118.89530,0,ON-9
4140,375048.72804,5031120.90199,0,ON-9
4141,375048.18394,5031119.33458,0,ON-9
4142,375047.72470,5031120.20523,0,ON-9
4143,375046.72136,5031118.22641,0,ON-9
4144,375047.72470,5031119.32751,0,ON-9
4145,375047.72470,5031120.65710,0,ON-9
